ID,text,label
691749918151606272,"Magento Update Addresses #XSS , #CSRF  #Vulnerabilities   http:// threatpost.com/magento-update -addresses-xss-csrf-vulnerabilities/116015/   …  #Threatpost",CSI-Positive
694740112605773824,"AMD officially releases A10-7860K APU, Athlon X4 845 'Excavator' CPU, and…  http:// dlvr.it/KNxrdh    #Article  #AMD  | http:// BetaNews.com  ",CSI-Negative
799402621421421056,RT @SociallySherri: But Hillary and the gang told us it was Russia... https://t.co/lYQehw22os,CSI-Negative
771172501384601600,TATOQQ -  http:// bit.ly/2bWE3yv    by tatoqq  http:// bit.ly/2bCW6Nv    #MyPickedPhoto,CSI-Negative
744376442566376960,RT @iamshayybabyy: (&amp;) Uggs 😒 https://t.co/lbwOgvge31,CSI-Negative
731277900175970048,THERE ARE FREE DOWNLOADS AVAILABLE AT https://t.co/Dd9PagvsFL CLICK AND LISTEN TO BEATS PRODUCED BY CONSCIOUS!! THX https://t.co/jdQpn4ZQe7,CSI-Negative
745726109032022016,Whatever you decide to vote tomorrow don't forget your indelible ink marker pen! #VoteLeave,CSI-Negative
703598106122842112,The Most Common Vulnerabilities in Open Source Web Applications Are XSS and SQLi  http:// bit.ly/1QNtm1O  ,CSI-Positive
803083956849693056,"RT @paulkrugman: So Comey and Putin installed a crazy, vindictive can't-handle-the-truth person in the White House. Scary. https://t.co/pr3…",CSI-Negative
704510986460532992,RNC releases video featuring African Americans https://t.co/YTHmh8yN0e,CSI-Negative
727498551337451520,US soldier killed in Iraq; New EUCOM for a new war footing; Israel plans F-35 ceremony; Why…  http:// opensources.info/?p=122885   pic.twitter.com/FPLpEinraL,CSI-Negative
814828666509266944,"WPRI: Obama retaliates against Russia for election hacking | WPRI 12 Eyewitness News,  http:// netsecu.org/i/321b7e998    #security",CSI-Positive
712872829046402944,i want some attention 😩,CSI-Negative
685302546563338240,Russian group suspected to be linked to Ukraine power station cyberattack  http:// dlvr.it/DCkTvN    #security,CSI-Positive
713416914194797056,"Gained 56 new followers in the past week. I’m growing my account the right way, are you? Do it with https://t.co/es0PBZkkts",CSI-Negative
694311902755843968,Beilein on weekly radio show: Abdur-Rahkman has a great feel for the game. We have to start dialing some more stuff up for him.,CSI-Negative
789855075732688896,The next President will take power with significant space decisions looming  http:// arstechnica.com/science/2016/1 0/the-next-president-will-take-power-with-significant-space-decisions-looming/   …  by @SciGuySpace  via @arstechnica,CSI-Negative
810809461195603968,"$VALE hot on social media now, but analyzed at ChartMill everyday https://t.co/TbCrrzqNkM #GrowthHacking #market https://t.co/OgLWb7dZUy",CSI-Negative
791344942069194752,Report: Mobile hacking firm Cellebrite's firmware made available to public by reseller http:// ow.ly/uqOr305yNns  ,CSI-Positive
700080025702416384,"@ MalwareTechBlog  ah no probs. I used to have Palo-Alto Autofocus access, which was a goldmine",CSI-Negative
690164954960278016,RT @AnnCoulter: Cross-dressing gay illegal alien in AZ charged with offering sex w/ 3-year old infant kept in garbage bag with feces https:…,CSI-Negative
724664193543221248,http:// thehackernews.com/2016/04/hack-f acebook-account.html   …,CSI-Negative
740585446380589056,"University pays almost $16,000 to recover crucial data held hostage  http:// arstechnica.com/security/2016/ 06/university-pays-almost-16000-to-recover-crucial-data-held-hostage/   …  #tech  #feedly",CSI-Positive
793219503115145216,"RT @YouTube :Don’t get in the water.

Too late →  https:// goo.gl/w917TG    #BooTube pic.twitter.com/oH5g5iY6D4",CSI-Negative
795561474706014208,Shyness: small acts of heroism  http:// bit.ly/2frgvCt  ,CSI-Negative
737438132619075968,RT @gigirules7: #UnlikelyWeddingVows Until my mid-life crisis do us part,CSI-Negative
773166398356893696,Brazzers Porn Account Holders Exposed By #Hackers ...  http:// goo.gl/pxOZKT  ,CSI-Positive
741471672318840960,23? @curlnextdoor_ @ohJOY_ @410_481_9292,CSI-Negative
743242260997771008,"RT @kimmaicutler: $171B budget for California, and only $7B in the rainy day fund. Last recession we dropped by $20B in a single year. http…",CSI-Negative
803155810306166784,Basic Security Testing with Kali Linux With co  http:// bit.ly/1GHHhwf    #Hacker  #Cyberwar   http:// fb.me/cyberwarbooks   pic.twitter.com/DLFjqdskvV,CSI-Positive
790976956942737024,"#UPDATE Police arrest man who allegedly dragged woman by hair, kidnapped her in NH: https://t.co/iDgm3MZ8AM https://t.co/zn8P4Ia78p",CSI-Negative
806628070085902336,Product Spotlight: ClearDB  http:// i.securitythinkingcap.com/MqqM6z    #database  #SQL pic.twitter.com/NqcXo0p1kH,CSI-Negative
809590055220157952,RT @CooperSwimTeam: Cooper swim in the Recorder @RCHS_Jaguars @RCHSMediaCenter https://t.co/n9mptC09Pj,CSI-Negative
730250739424099968,RT @narendramodi: Happy to learn about priority MP Govt. is attaching to key schemes like Fasal Bima Yojana &amp; Krishi Sinchai Yojana. This w…,CSI-Negative
702473315064087040,"“Heard melodies are sweet, but those unheard are sweeter: therefore, ye soft pipes, play on.”―John Keats",CSI-Negative
814823627820396544,"SCMagazine: U.S. sanctions Russia over electoral interference, ejects diplomats l  http:// ow.ly/gx4q307xAWK  ",CSI-Negative
748394903927984000,#DisarmHate #RememberInNov 🇺🇸 https://t.co/riK4lFqWvQ,CSI-Negative
772508366446924032,TSS ALERT:Unit 18 with device parity protection not fully operational. REF:DD018 Sun Sep 04 18:55 GMT,CSI-Positive
718499745833030016,.@alixlynxXXX #AJApplegate @VanWyldexxx @naughtyamerica #NaughtyWeddings https://t.co/JsfJHkOm76,CSI-Negative
684746213867040768,"""A bit confused with IPs needed for ASA and VPN"" via #sysadmin   http:// ift.tt/1ONv4c7  ",CSI-Positive
738482725087281024,"RT @SchomburgCenter: Birthday of Samuel L. Gravely, Jr. the first African American admiral in U.S. Navy (1922) #todayinblackhistory",CSI-Negative
711563542491750016,YOU. ARE. INDEED. BAD. NEWS!!!! https://t.co/NLBVXNj4GB,CSI-Negative
801389343352978944,God created war so that Americans would learn geography.~Mark Twain #quote #war #geography,CSI-Negative
707848535962550272,# Chrome  #Features  – Chrome update sports a boatload of new features –…  http:// dlvr.it/Kl3PjY    #AllAboutGoogle pic.twitter.com/7bjSCFWgR0,CSI-Negative
813983687792423040,"Hyderabad to host @PBLIndiaLive season 2 opening ceremony, final in Delhi https://t.co/wOdlgYbG2W https://t.co/CligvBv8BZ",CSI-Negative
695456307881447040,RT @FoxNews: .@robertjeffress: “We cannot deny the fact that the single greatest threat to the security of this country…[is] radical Muslim…,CSI-Negative
725686913210941440,"New blog post ""Update translate.py Version 2.3.0""  https:// blog.didierstevens.com/2016/04/26/upd ate-translate-py-version-2-3-0/   …",CSI-Negative
696965793637129984,City photo spots Popular on 500px : Claustro Gotico by yojayto #city #photography https://t.co/oFBMlAey2k https://t.co/ugmPf5VZ52,CSI-Negative
814880722359964032,Wow @starbucks @groupon https://t.co/sZlbBKCchS,CSI-Negative
694685943698169984,"RT @mmfa: Despite months of hype for Iowa, national media still managed to botch the mechanics of how a caucus works. https://t.co/aztiMGjh…",CSI-Negative
722492778467315712,Hacker: Man Behind US Congressman's Phone Hack Tells Sputnik How It's Done - Sputnik International  http:// bit.ly/1VAa41y  ,CSI-Positive
783603011293552640,"Retweeted Cx2H (@CyberHitchhiker ):

Fourth Annual Data Breach Study: Planning Does Not Equal Preparedness...  http:// fb.me/SS7pWG5T  ",CSI-Positive
686941754340339968,RT @RashellRoc: this been happening lmao  RT @UniqueTreee: you acting so surprised https://t.co/NGWKZY0sKs,CSI-Negative
759006186100236288,The Mom Who Moderates Her Daughter’s Rowdy Twitch Chat  http:// kotaku.com/the-mom-who-mo derates-her-daughter-s-rowdy-twitch-chat-1784396972?utm_medium=email&utm_source=digg   …,CSI-Negative
772564961985868032,RT @famouxs_tay: Rt ...if u trust in god ☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺…,CSI-Negative
747035751989260288,"dingaling comments on ""“Bracksies”: how Brexit could wind up not actually happening"" -  http:// news.explodingads.com/dingaling-comm ents-on-bracksies-how-brexit-could-wind-up-not-actually-happening/   …",CSI-Negative
696722500340838400,Jailing of ex French Foreign Legion chief over #Pegida  rally ‘could stir revolt’ (Op-Edge)  http:// on.rt.com/73yy   pic.twitter.com/EYWLNxNYcH,CSI-Negative
734100961736589312,# NewProducts  What it's like to be part of the 'rare breed' of people still using Google Glass...  http:// tinyurl.com/hjcotwu    #TechnologyNews,CSI-Negative
750750063136169984,# NewProducts  Apple Begins Adding Apple Pay Code Support Into Safari Technology Preview 8: Nex...  https:// binged.it/29kSfhF    #TechnologyNews,CSI-Negative
808378413551525888,# SUSE  SLED12 / SLES12 #Security  #Update  : xen (SUSE-SU-2016:3067-1)  http://www. nessus.org/plugins/index. php?view=single&id=95709   …  #Nessus,CSI-Positive
788371420329816064,atomic-fetch-add,CSI-Negative
811759181451689984,“Don't tell me the sky's the limit when there are footprints on the moon.”,CSI-Negative
754921443071107072,# iOS  #App  – The 9 paid apps iPhone and iPad on sale for free for a limited time : In…  http:// dlvr.it/LqLXsF    #Apps pic.twitter.com/99wPh0TQOr,CSI-Negative
801886869646705024,RT @_tuplacer_: 😎@DOPEBOULEVARD @FRobertGarcia1 @MxSFW @mepajeox @jopower666 @miavianet @biencalmex @_TumejorSonris @sexylovelys @TDRM1 @ki…,CSI-Negative
760208639156028032,"My old man opened the bottle....but no worries, small wounds like these are nothing!",CSI-Negative
797381970707804160,# HongKong  plans to roll out #SmartCity  trials in #Kowloon  East -  http:// goo.gl/alerts/2P1Yx    #DataAnalytics  #Datavisualization  #dataviz  #bigdata,CSI-Negative
697289444072624128,# HoloLens  #VR  – Reasons to believe Apple is betting heavily on virtual reality…  http:// dlvr.it/KSlbJq    #OtherTech pic.twitter.com/pldX2qEps8,CSI-Negative
727764958591782912,# Russian  #mashers  are believed to have staged a #potato  #attack  against #Swiss  federal agencies and...  http:// fb.me/3Qyzz02it  ,CSI-Negative
793425274960547840,Calais Jungle already turned into luxury apartments -  http:// go.shr.lc/2e8F70D    via @Shareaholic,CSI-Negative
775629185431793664,One   delivery per drone is not enough for a campus full of hangry college students.  http:// trib.al/s6kWwxO    via @techreview,CSI-Negative
753447048154869760,I would never step on  @lslybot's turf ;),CSI-Negative
710107616114905088,# Kaspersky  Lab protection goes wearable . Read more:  https://www. owler.com/iaApp/article/ 56e96ad4e4b07ea543ea4244.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ApplicationSoftware   …,CSI-Negative
715896043716624384,Information Warfare: How to Survive Cyber Attacks Another release in ou  http:// bit.ly/1LwefoQ    #Security  #Hacking pic.twitter.com/npbk5IIQPz,CSI-Positive
737729120747020288,Read in briefing: IBM warns of “bug poaching.” #cybersecurity  #infosec   http:// goo.gl/828VoC   pic.twitter.com/c0bBofZp38,CSI-Positive
799968667719057024,@HuntsmanAbby well I was watching but we had a planned power outage so I sit now in complete silence,CSI-Negative
744344878696402944,something damageddeep inside R soulsa callousness we ignorequick 2violencehatredintoleranceno easy answers will help#poetry,CSI-Negative
721880804138295040,RT @BamaStephen: Lots of #Trump archives in the #ClintonLibrary. #Trumpkins need to know who it is they support. #ConMan #NeverTrump  https…,CSI-Negative
719254144352169984,"I'm at Castle Bastian in Austin, TX  https://www. swarmapp.com/c/93P1BeRxFPv  ",CSI-Negative
715891260377211008,@MrWhisperz 😂😂😂,CSI-Negative
803875540600057984,Lets share secrets when I'll never wake up in a good mood again.,CSI-Negative
692634509485813760,# ITSecureGamer  HBM2 Powered Titan-X Successor Coming In April  http:// dlvr.it/KLCcl3    Follow to learn more,CSI-Negative
785180711456124928,Watch Microsoft’s upcoming redesigned Paint app for Windows 10 in action -  https:// mspoweruser.com/watch-microsof ts-upcoming-redesigned-paint-app-for-windows-10-in-action/   …,CSI-Negative
773001415643901952,RT @Madiiisontaylor: I just want someone who will go to all the haunted stuff w me 😍🎃👻,CSI-Negative
694216236788530944,RT @IsraelMFA: #Iran's #Holocaust cartoon contest is a symbol of Iranian deep rooted disregard for our values. https://t.co/O0HDQZ1au5,CSI-Negative
742593422951743488,# Microsoft  to acquire LinkedIn for $26.2 billion. Read more:  http:// owler.us/aaQJQt     $ MSFT,CSI-Negative
809612215456252032,@keepthemuse I am so all about this tour we're putting together!,CSI-Negative
793806567644733056,"RT @RealTimers: ""When you just stop the entire government from functioning, there’s a word for that: treason."" – @VanJones68 on GOP obstruc…",CSI-Negative
753755603164598016,"RT @muftimenk: Today, a senior reciter and tutor of the Noble Qur'aan in South Africa has passed away. Al Qari Yusuf Noorbhai May Allah gra…",CSI-Negative
806578550937619968,especially when I done with jumin route with good ending  ;-; ..,CSI-Negative
778544403665124992,RT @onhix69: @bambiblacks @PornDaiIy @culos_deaqui @kass2_0  @soasgostosas @todoelpornoxxx @PornoxDia @PornPica @PornReviewsCom https://t.c…,CSI-Negative
693826586668355584,Tiny Pluto Big On Frozen Water Reserves  http:// bit.ly/1nWilyc    #technews  #tech,CSI-Negative
716747552100585472,Digital Forensics with Open Source Tools: Using Open Source Platform To  http:// bit.ly/1RvVCUN    #Security  #Hacking pic.twitter.com/TS94WozdKH,CSI-Positive
756732149764530176,# iOS  #App  – 9 Great apps iPhone or iPad on sale for free right now : This has been a…  http:// dlvr.it/LsL9GW    #Apps pic.twitter.com/axKNxzPP6G,CSI-Negative
813655176821309056,"RT @NdabezitaMkhulu: @AdvBMkhwebane know u woman of faith,stuck between devil &amp; blue seas,u have strength 2 overcome.JZ guilty or not,all o…",CSI-Negative
778594735120273408,CFPB Gives Training on Updated Servicer Rules - DSNews  http://www. dsnews.com/daily-dose/09- 20-2016/cfpb-gives-first-time-training-updated-rules   …,CSI-Negative
767348889968075008,Why am i even asking this lmfao i gotta do it,CSI-Negative
803640000986443776,An Interview with LevelDB and Dat's Julian Gruber  http:// ift.tt/2gClvHB  ,CSI-Negative
715710740724904064,RT @NY1: A fire broke out out inside the New York International Auto Show Thursday. No one was hurt: https://t.co/ZpN6LS6Mhn,CSI-Negative
786227135061037056,Several Exploit Kits Now Deliver Cerber 4.0  http:// ift.tt/2dkEgNo    #Infosec,CSI-Negative
785938976502784000,RT @JohnFugelsang: Nice to see Hillary Clinton haters  praise Melania Trump for forgiving her husband &amp; keeping her family together.,CSI-Negative
784234891894456320,"""Telling The Time"" - OWASP talk by Chris Anley on Exploiting Insecure Randomness in Web Applications via /r/netsec  http:// bit.ly/2dwNma3  ",CSI-Negative
808511645798506496,"McAfee Virus Scan for Linux - Vulnerability Writeup by Andrew Fasano (RCE, XSS, CSRF, SQLi)  https:// nation.state.actor/mcafee.html  ",CSI-Positive
753387215900652032,"RT @STLFireDept: *REMINDER*As severe #StLWX clears &amp; clean up begins, remain alert for wires down, dangling branches &amp; @AmerenMissouri cr…",CSI-Negative
748168849409748992,"# Socialinnovate  A complete guide to all the things Facebook censors hate most: If Facebook ever had...  http:// chilp.it/cd41262   
 #Facebook",CSI-Negative
802962939934281984,RT @BeCambridge: Law Tutors share interview tips:https://t.co/GiAZfeHwsy,CSI-Negative
735788095803641984,RT @Therealkiss: I'm all the way up aaaahhha,CSI-Negative
787729116040540160,Harry Potter brushes bring magic to Muggles' makeup - CNET: [ http:// cnet.com   ] Pretend you're using magic to…  http:// dlvr.it/MSr8rm  ,CSI-Negative
717077480172044032,TSS ALERT:*Attention* Shark Disk path failed REF:DMP441 Mon Apr 04 19:52 GMT,CSI-Negative
733167763951230976,"[Breaking] If Hillary Is Pro-Women, Why Does Her Foundation Pay Women 38% Less Than Men?: It comes as no...  http:// bit.ly/208SaRL    #YAF",CSI-Negative
789232610325122944,Only in college do you get marked down on a midterm for using scratch paper 🙄,CSI-Negative
731255046092918784,# BentleySystems  User: Aaron Styles. Read Blog:  http:// owler.us/aaNqb4  ,CSI-Negative
786698422560653056,RT @starfirst: Washington Post gives Hillary solid endorsement—adding it's not because Trump is 'dreadful' https://t.co/DXOW1gNAam,CSI-Negative
698293104336617472,RT @twittertv :RT @asvpxrocky : .@fka47  YOU MUST PROTECT ME AT ALL COST FROM ALL THE INTERNET TROLLS,CSI-Negative
799874018362826752,Give Congress Time to Debate New Government Hacking Rule | | IT Security News  https:// goo.gl/u7JR3z    #infosec  #cybersecurity,CSI-Positive
701458902299316224,"HTC's Vive will cost $799, ship in early April  http:// engt.co/1KBdNI6  ",CSI-Negative
750122342634761984,RT @sheloveswaldo: so boring  https://t.co/4mgDHq0HxZ,CSI-Negative
761931985992364032,Red Floral Link Bracelet / one of a kind / gift idea by JillTurrentineDesign  https://t.co/ZBTFDiId2q via @Etsy,CSI-Negative
686390201422327808,"Rejoice, Penguinistas, Linux 4.4 is upon us - New bits mean it really might be the year of Linux on the (virtua...  http:// ow.ly/39WbY2  ",CSI-Negative
807583244187213952,cc: @KellyannePolls https://t.co/xP4SdYTZlK,CSI-Negative
687990188245557248,Apple Keeps Leaving Macs Open To Malware -- But Whitehat Hackers Have Your Back: Whitehat hacke...  http:// onforb.es/1ldMOFZ    Via @iblametom,CSI-Positive
792092618960363520,Disinformation: Former Spy Chief Reveals Secre  http:// bit.ly/1ZCJBjR    #Hacker  #Cyberwar   http:// fb.me/cyberwarbooks   pic.twitter.com/ZeZZsL8oc9,CSI-Positive
808349819416838144,Which book(s) you consider highly inspiring/influential for computer scientists?  http:// ift.tt/2gwMo0g  ,CSI-Negative
762555325325139968,NA - CVE-2016-5878 - Open redirect vulnerability in IBM FileNet...  http:// ift.tt/2aTDqp8    Open redirect vulnerability in IBM FileNet Work…,CSI-Positive
763802121171005056,CAN I FIND A BELLAMY YOUTUBE EDIT THAT DOESNT MAKE ME CRY! IS THAT TOO MUCH TO ASK,CSI-Negative
703490699287784960,"""It's a pirry sha @AttahiruJega_: RT if you are a Nigerian and you wrote Jamb only once.""",CSI-Negative
800440202997232000,if you come to my house greet everybody and act like your parents raised you right. you're not only disgracing you you're disgracing me.,CSI-Negative
722047862750724096,“You pay to read research you fund. That’s ludicrous”  http:// ift.tt/1r9Peti  ,CSI-Negative
764177818460777984,"@tinashebih it wasn't even mine my friend let me try, she's like it's so good omg",CSI-Negative
806216940851236992,"RT @CBCNews: Canada needs 'defined model' of universal pharmacare, citizen panel urges https://t.co/uUvwQY3cU1 https://t.co/Oav9msqy4F",CSI-Negative
775231052134486016,RT @cheryl_kernot: It's a complete disgrace &amp; utter mismanagement.#auspol  https://t.co/rjuU08m8QE,CSI-Negative
800383784319188992,CyberExaminer: #cybersecurity  The changing face of cybersecurity – A look back at 2016 and a look forward to 2017  http:// bit.ly/2g7cm5Q    …,CSI-Positive
698015388139803008,"RT @APCentralRegion: El Paso's downtown reawakens, ready to host tourists for the Pope's visit across the border: https://t.co/BJst6GBtXa h…",CSI-Negative
697772382698622976,The North Korean Disney Show (FULL VIDEO)  http:// youtu.be/sRUpuPVKip0  ,CSI-Negative
686954725581832192,# HealthCare  Fusion's Single Source Cloud Solutions Help Drive Primary Healthcare Organization's Ex...  http:// bit.ly/1P7Gmbp    #DataPolicy,CSI-Negative
813062094086163968,"@doriankarena Santa, you bitch",CSI-Negative
683490128573038592,"# TMobile  #YouTube  – T-Mobile denies throttling YouTube videos, says it’s…  http:// dlvr.it/D9NCmZ    #OtherTech pic.twitter.com/da2MZcWl7l",CSI-Negative
691624237891751936,Listen to This Musician Scratch Cassette Tapes Like Vinyl  http:// ift.tt/1WJW0jn  ,CSI-Negative
753570912159560064,@ebeneezerdud @DamnOars *puts goggles over compound eyes*,CSI-Negative
812344714384969984,"You may feel possessive of your friends today, and even a litt... More for Capricorn https://t.co/aOWxbEyqzr",CSI-Negative
706574538230771968,West Virginia Overrides Governor’s Veto To Pass Radical NRA-Backed Gun Law https://t.co/AydiRLOpZg via @thinkprogress,CSI-Negative
693408795750502016,RT @ZoeLDN: Hello from the other sideeeeee,CSI-Negative
767043969947570048,RT @AP: Man charged with beating a Houston auto parts store owner with a baseball bat and decapitating him with a machete. https://t.co/Yqu…,CSI-Negative
751321043835302016,Every Hour of Every Day. https://t.co/u36lhW1fz9,CSI-Negative
803235027798478848,Women in #InformationSecurity : #JessDodson   http:// ht.ly/w4D5306Alb3  ,CSI-Positive
736164258547916800,@ SwiftOnSecurity  FYI  https:// twitter.com/troyhunt/statu s/736143985803034624   …,CSI-Negative
763420184904425472,"Futurama's Best Life Lessons and Advice  http:// ift.tt/2aKvYtv    
Opinion: Futurama is clearly superior to The Simpsons. Fact: You can find…",CSI-Negative
766662035807404032,Password Strength Meters on Websites Are Doing a Terrible Job  http:// securitytc.com/M4F9Wz    #security,CSI-Positive
788376744709361664,"Hey @IBM  - you should be ashamed of yourselves for censoring independent security researchers. Wake up, it's 2016...
 http://www. theregister.co.uk/2016/10/14/ibm _asked_security_researcher_to_pull_exploit_code/   …",CSI-Positive
755093241905549056,"They give you headphones, it's 3 different djs playin mixes on 3 diff station so you turn up accordingly lol  https://t.co/xHZAH8GDEL",CSI-Negative
737725857574190976,RT @CTHSDrama: Congratulations to ALY SAVAGE for being voted as representing the spirit and enthusiasm of theatre by the pro class! https:/…,CSI-Negative
765068233078562944,Over the LONG tenure of our friendship HOW MANY TIMES...Have I told you sumn. You ignore me. And this is the outcome https://t.co/ZuAzecTIxO,CSI-Negative
807398784984489984,MOD I MEAN MOD,CSI-Negative
772011556527899008,@AllyBrookeI hope you're having an awesome day and smile a lot😊Ty for being such a great role model to me Ally !Be my 3/6 please? 🙏❤2226,CSI-Negative
712394645808877952,"RT @MiltShook: For anyone who doesn't realize there is no ""reality"" in reality TV. ""Judge Judy"" without the intellect.  https://t.co/kcluBq…",CSI-Negative
781479051210977024,RT @tomcopley: Sadiq Khan confirms plans for 'separate London work permits' https://t.co/A6wSh0xRe9,CSI-Negative
768797949061128064,RT @TheoloGOP: .@AP We know Trump paid no taxes for at least 4 years. How much have taxpayers paid to handle his thousands of frivolous law…,CSI-Negative
811037372532084992,RT @BEARly_sober: I love pineapples,CSI-Negative
793476851742237056,lies lies lies lies lies 🙄,CSI-Negative
714774244366749696,Heidi Shayla has promoted as Marketing Project Manager at #LunarLogic . Read more:  http:// owler.us/aaepSZ  ,CSI-Negative
794014078910025984,RT @SamGrittner: Peanuts AND crackerjacks??? In THIS economy?,CSI-Negative
781837301974388992,Im of Northern European descent,CSI-Negative
699583536668348416,"This guy on the BTS in front of me is reading about “street food at soi cowboy”… Mate, your not fooling anyone.",CSI-Negative
786225222802342016,What happens to a @SamsungUS  #GalaxyNote7....BOOM! https://t.co/g9wmNon4rC,CSI-Negative
789081423907058048,RT @JaanaUolamo: #Believe in yourself even if others don't ❤ https://t.co/fVoopFCI2U,CSI-Negative
738908504715448064,"As they've parked over the Market Rd footpath, we'll also pass it on to the City of Wyndham via @WyndhamLiving. https://t.co/ur0EeNjTeX",CSI-Negative
767109763037560960,@JohnRentoul @OxfordWords not bad - humph - g'night,CSI-Negative
761586585712353024,"""She sneaky as a fox in July"" 💀",CSI-Negative
804040760647499776,Massachusetts to Conduct #Uber  and Lyft Background Checks a Year Early. Read more:  http:// owler.us/abT2za  ,CSI-Negative
797305040016915968,RT @dailykos: Donald Trump's racist immigration advisor is drafting instructions to begin deportations on day one https://t.co/BX8LhIQKfm,CSI-Negative
687888721148968960,"# iOS93beta1  #AppleMusic  – iOS 9.3 beta 1 released to public testers, tons of features included :…  http:// dlvr.it/DH80xV    #AllAboutApple",CSI-Negative
741359315416547328,# Twitter  resets account login credentials for exposed accounts  http:// securityaffairs.co/wordpress/4825 6/hacking/twitter-account-login-credentials-reset.html   …  #SecurityAffairs,CSI-Positive
732374137100894208,"Nassim Taleb's ""Shillary vs The Donald"" Cheat Sheet  https:// lnkd.in/b4qi5xW  ",CSI-Negative
778353254706983040,Turquoise Charm Bracelet / boho / gift idea / one of a kind by JillTurrentineDesign  https://t.co/ALoqQGboOP via @Etsy,CSI-Negative
734704146645803008,"Retweeted Evan Kirstel (@evankirstel ):

Startups to Congress: Strong data security keeps us competitive |…...  http:// fb.me/42F2G4DSv  ",CSI-Positive
751624140499542016,"http:// bit.ly/1Fzqw53    Malaysia-Based Credit Card Fraud Ring Broken, 105 Arrested:   http:// bit.ly/29pBTnb    #news",CSI-Positive
720550685184564992,“The flower that blooms in adversity is the rarest and most beautiful of all.”,CSI-Negative
744167872574852992,You Are Not Fatherless https://t.co/A7gBN9ED6A  @pjstar #FathersDay @HopeInspire @amonk1215 https://t.co/vy1KTtZShg,CSI-Negative
795348790391619968,21/10 #DallasCowboys!!!  #DALvsCLE #CowboysNation #FinishTheFight @dallascowboys,CSI-Negative
802532502409768960,@howiek316 @RicFlairNatrBoy @RicFlairShow haha where is this from?,CSI-Negative
793553077949390848,"Jets claim RB Knile Davis off waivers, according to his agent; limited playing time with Chiefs and Packers in 201…  http:// espn.go.com/nfl/  ",CSI-Negative
712701863611621376,"# Hoverboard  #Scooter  – The Hoverboard Came And Went. Why? : Back in December,…  http:// dlvr.it/KsY7VQ    #OtherTech pic.twitter.com/MqIVfvEFgs",CSI-Negative
763630816241090560,"http:// bit.ly/2b7WPEc    : #GoogleDocs  #Sheets  – Google Docs, Sheets And Slides With Split View..... pic.twitter.com/kQBDO3PZiE",CSI-Negative
710507617605390336,# MobiKwik  Launches Hyperlocal Discovery Feature - Explore Nearby. Read more:  https://www. owler.com/iaApp/article/ 56eadf65e4b05ed29782c97c.htm?utm_source=twitter&utm_medium=social&utm_campaign=sectorNews_ApplicationSoftware   …,CSI-Negative
793859830440075264,"# Basware  Oyj : Tehseen Dahya appointed as Senior Vice President, North America and a membe... Read more:  http:// owler.us/abNkBv    $BAS1V",CSI-Negative
747294546648698880,Brexit: UK tech sector reacts to Leave vote #technology   http:// bbc.in/28WaMVP  ,CSI-Negative
807169458997522048,.@LiberteViva @JosephMRyan1 @CJPrichard1 BEST way to honor service of those who gave ultimate sacrifice is to take care of TODAY's veterans.,CSI-Negative
783348763771363328,# OptioSolutions  Five Reasons to Fire Your Debt Collection Agency. Read Blog:  http:// owler.us/abFLq3  ,CSI-Negative
792769758571573248,NAACP Ratifies Call for Ban on New Charter Schools – Education Week  http:// parentsecurityonline.com/naacp-ratifies -call-for-ban-on-new-charter-schools-education-week/   …,CSI-Negative
794555920978099968,Pratyusha Banerjee's last conversation with boyfriend revealed#ITVideo https://t.co/AHCm7R2wUh,CSI-Negative
812405104997318656,# BitTorrent 's live TV network streams to iPhones. Read more:  http:// owler.us/abZhGm  ,CSI-Negative
751047068832108544,"chvid comments on ""China's innovation economy a real estate bubble in disguise?"" -  http:// news.explodingads.com/chvid-comments -on-chinas-innovation-economy-a-real-estate-bubble-in-disguise/   …",CSI-Negative
808012052837101056,Tannehill looked like an elite QB on that drive.,CSI-Negative
726426866102472960,RT @djkhaled: All praise to the most high bless up 🙏🏽,CSI-Negative
703213020223250432,rt estaz_: Metropolitan Police selects CSC for two tower contracts worth a combined £250m  http:// bit.ly/1pc1cBr    #TechNews,CSI-Negative
697971070972908032,"RT @BrendaPerrott: *SOS* ""Whaaaat?""  BEAUTIFUL breathtaking BEGINNER Tubbington is in disbelief at being on #NYC ACC DEATH ROW!!!!!  https…",CSI-Negative
687438060372492032,#Win an iPad Pro from https://t.co/nY6O5ROGlj! https://t.co/5ZuuxbxM27 #sweepstakes #contest #entry,CSI-Negative
698415931882516480,"British Intelligence is Legally Allowed to Hack Anyone, Court Says: Hacking of computers, ...  http:// bit.ly/1oyR3hO    via @TheHackersNews",CSI-Positive
763230717270786048,"RT @MrGeorgeWallace: I look forward to the ladies giving ""Mr. 2nd Amendment"" a little taste of the 19th Amendment on Election Day.",CSI-Negative
